source,target,mor
Sp1,Klk1b4,1.0
Sp1,Klk1b5,1.0
Sp1,Klk1b8,1.0
Sp1,Klk1b9,1.0
Sp1,Krt16,1.0
Sp1,Krt18,1.0
Sp1,Krt19,1.0
Sp1,Krt5,1.0
Sp1,Lcat,1.0
Sp1,Ldha,1.0
Sp1,Ldlr,1.0
Sp1,Lep,1.0
Sp1,Lhcgr,1.0
Sp1,Lrp5,1.0
Sp1,Ltc4s,1.0
Sp1,Ltf,1.0
Sp1,Macrod1,1.0
Sp1,Maob,1.0
Sp1,Mat2a,1.0
Sp1,Mat2b,1.0
Sp1,Mcl1,1.0
Sp1,Mcts1,1.0
Sp1,Met,1.0
Sp1,Mif,1.0
Sp1,Mip,1.0
Sp1,Mme,1.0
Sp1,Mmp11,1.0
Sp1,Mmp14,1.0
Sp1,Mmp2,1.0
Sp1,Mmp28,1.0
Sp1,Mmp9,1.0
Sp1,Mndal,1.0
Sp1,Mpg,1.0
Sp1,Mpo,1.0
Sp1,Muc4,1.0
Sp1,Muc5ac,1.0
Sp1,Mybl1,1.0
Sp1,Mybl2,1.0
Sp1,Myc,1.0
Sp1,Nfkb1,1.0
Sp1,Nfkb2,1.0
Sp1,Nkx2-1,1.0
Sp1,Nol7,1.0
Sp1,Nos3,1.0
Sp1,Npy,1.0
Sp1,Nqo2,1.0
Sp1,Nr3c1,1.0
Sp1,Odc1,1.0
Sp1,Oprm1,1.0
Sp1,Oxtr,1.0
Sp1,Padi1,1.0
Sp1,Padi3,1.0
Sp1,Pax6,1.0
Sp1,Pck1,1.0
Sp1,Pcna,1.0
Sp1,Pde6a,1.0
Sp1,Pdgfb,1.0
Sp1,Pdgfc,1.0
Sp1,Pdha1,1.0
Sp1,Pgr,1.0
Sp1,Pim1,1.0
Sp1,Plat,1.0
Sp1,Plau,1.0
Sp1,Plaur,1.0
Sp1,Pnoc,1.0
Sp1,Polb,-1.0
Sp1,Ppl,1.0
Sp1,Prkce,-1.0
Sp1,Prss50,1.0
Sp1,Psen1,1.0
Sp1,Ptgir,1.0
Sp1,Ptgs2,1.0
Sp1,Pth,1.0
Sp1,Pthlh,1.0
Sp1,Ptk6,1.0
Sp1,Ptn,1.0
Sp1,Pttg1,1.0
Sp1,Rara,1.0
Sp1,Rb1,1.0
Sp1,Rel,1.0
Sp1,Rela,1.0
Sp1,Rnls,1.0
Sp1,Rora,1.0
Sp1,Rps3a1,1.0
Sp1,Scnn1g,1.0
Sp1,Sct,1.0
Sp1,Sctr,1.0
Sp1,Serpine1,1.0
Sp1,Sigirr,1.0
Sp1,Skp2,1.0
Sp1,Slc19a1,1.0
Sp1,Slc19a3,1.0
Sp1,Slc25a5,1.0
Sp1,Slc9a2,1.0
Sp1,Smad4,1.0
Sp1,Smpd1,1.0
Sp1,Socs1,1.0
Sp1,Sod1,1.0
Sp1,Sod2,-1.0
Sp1,Sp3,1.0
Sp1,Spi1,1.0
Sp1,Spn,1.0
Sp1,Spp1,1.0
Sp1,Spry2,1.0
Sp1,Src,1.0
Sp1,Srebf1,1.0
Sp1,Star,1.0
Sp1,Stard3,1.0
Sp1,Stk11,1.0
Sp1,Taf7,1.0
Sp1,Tal1,1.0
Sp1,Tbxa2r,1.0
Sp1,Tcn2,1.0
Sp1,Tert,1.0
Sp1,Tfpi2,1.0
Sp1,Tgfa,1.0
Sp1,Tgfb1,1.0
Sp1,Tgfbr2,1.0
Sp1,Tgm4,1.0
Sp1,Thbd,1.0
Sp1,Timp1,1.0
Sp1,Timp2,1.0
Sp1,Tinf2,1.0
Sp1,Tmpo,1.0
Sp1,Tnf,1.0
Sp1,Tnfrsf8,1.0
Sp1,Tnfsf10,-1.0
Sp1,Tnfsf14,1.0
Sp1,Tnnc1,1.0
Sp1,Tpmt,1.0
Sp1,Trp53,1.0
Sp1,Tyms,1.0
Sp1,Ubc,1.0
Sp1,Ugdh,1.0
Sp1,Ugt1a2,1.0
Sp1,Ugt1a5,1.0
Sp1,Ugt1a6a,1.0
Sp1,Ugt1a6b,1.0
Sp1,Ugt1a7c,1.0
Sp1,Ung,1.0
Sp1,Utrn,1.0
Sp1,Vamp2,1.0
Sp1,Vdr,1.0
Sp1,Vegfa,1.0
Sp1,Vim,1.0
Sp1,Wt1,1.0
Sp1,Xiap,1.0
Sp1,Yy1,1.0
Sp2,Dnmt3b,1.0
Sp2,Dnmt3c,1.0
Sp2,Mmp9,-1.0
Sp2,Rfx1,1.0
Sp2,Zfp213,1.0
Sp2,Arhgef1,1.0
Sp2,Bcas3,1.0
Sp2,Chd8,1.0
Sp2,Hnrnpul1,1.0
Sp2,Jup,1.0
Sp2,Mon1b,1.0
Sp2,Nfyc,1.0
Sp2,Nrl,1.0
Sp2,Nup214,1.0
Sp2,Rere,1.0
Sp2,Rfwd3,1.0
Sp2,Sap130,1.0
Sp2,Scaf8,1.0
Sp2,Sod2,1.0
Sp2,Usp16,1.0
Sp2,Zfp768,1.0
Sp2,Zscan25,1.0
Sp3,Abca1,-1.0
Sp3,Adgre5,1.0
Sp3,Agtr1a,1.0
Sp3,Agtr1b,1.0
Sp3,Alpl,1.0
Sp3,Bpi,1.0
Sp3,Btk,1.0
Sp3,Car9,1.0
Sp3,Ccnd1,1.0
Sp3,Cd14,1.0
Sp3,Cd2ap,1.0
Sp3,Cd83,1.0
Sp3,Cdkn1a,1.0
Sp3,Cdkn2b,1.0
Sp3,Cdkn2d,1.0
Sp3,Chrnb4,1.0
Sp3,Cnmd,1.0
Sp3,Col1a1,1.0
Sp3,Col2a1,1.0
Sp3,Ctsb,1.0
Sp3,Cyp17a1,1.0
Sp3,Cyp27a1,1.0
Sp3,Cyp2f2,1.0
Sp3,Cyp3a11,1.0
Sp3,Cyp3a13,1.0
Sp3,Cyp3a16,1.0
Sp3,Cyp3a25,1.0
Sp3,Cyp3a41a,1.0
Sp3,Cyp3a41b,1.0
Sp3,Cyp3a44,1.0
Sp3,Cyp3a57,1.0
Sp3,Cyp3a59,1.0
Sp3,Dnase2a,1.0
Sp3,Eapp,-1.0
Sp3,Etf1,-1.0
Sp3,F2,1.0
Sp3,F2r,1.0
Sp3,Hoxb7,1.0
Sp3,Hsd17b1,1.0
Sp3,Hsd17b2,1.0
Sp3,Igfbp1,1.0
Sp3,Igfbp3,1.0
Sp3,Itga2,1.0
Sp3,Itgad,1.0
Sp3,Itgav,1.0
Sp3,Kdr,1.0
Sp3,Klk1,1.0
Sp3,Klk1b1,1.0
Sp3,Klk1b11,1.0
Sp3,Klk1b16,1.0
Sp3,Klk1b21,1.0
Sp3,Klk1b22,1.0
Sp3,Klk1b24,1.0
Sp3,Klk1b26,1.0
Sp3,Klk1b27,1.0
Sp3,Klk1b3,1.0
Sp3,Klk1b4,1.0
Sp3,Klk1b5,1.0
Sp3,Klk1b8,1.0
Sp3,Klk1b9,1.0
Sp3,Lcat,1.0
Sp3,Ltc4s,1.0
Sp3,Maob,1.0
Sp3,Mmp2,1.0
Sp3,Msh6,1.0
Sp3,Myc,1.0
Sp3,Mycn,1.0
Sp3,Nkx2-1,1.0
Sp3,Nos3,1.0
Sp3,Nox4,1.0
Sp3,Oprm1,1.0
Sp3,Padi1,1.0
Sp3,Padi3,1.0
Sp3,Plat,1.0
Sp3,Plaur,1.0
Sp3,Rora,1.0
Sp3,Scgb2a2,1.0
Sp3,Sct,1.0
Sp3,Sctr,1.0
Sp3,Slc19a3,1.0
Sp3,Slc1a3,1.0
Sp3,Slc9a2,1.0
Sp3,Slc9a3,1.0
Sp3,Tcn2,1.0
Sp3,Tff1,1.0
Sp3,Tgm4,1.0
Sp3,Timp1,1.0
Sp3,Timp2,1.0
Sp3,Tnf,1.0
Sp3,Tpmt,1.0
Sp3,Ubc,1.0
Sp3,Utrn,1.0
Sp3,Vegfa,1.0
Sp4,Ccnd1,1.0
Sp4,Erbb2,1.0
Sp4,Kdr,1.0
Sp4,Pde6b,1.0
Sp4,Yy1,1.0
Sp4,Rnf38,1.0
Sp4,Zfp131,1.0
Sp4,Apoe,1.0
Sp4,Asah1,1.0
Sp4,Atp8b3,1.0
Sp4,Baz2b,1.0
Sp4,Bicral,1.0
Sp4,Ccdc114,1.0
Sp4,Cdc42ep4,1.0
Sp4,Cfl1,1.0
Sp4,Ddx54,1.0
Sp4,Dlc1,1.0
Sp4,Fcho1,1.0
Sp4,Gpr137,1.0
Sp4,Gtf2a1,1.0
Sp4,Hnrnpa3,1.0
Sp4,Hyou1,1.0
Sp4,Ilf3,1.0
Sp4,Jade1,1.0
Sp4,Kansl1,1.0
Sp4,Kcnc3,1.0
Sp4,Kcnip2,1.0
Sp4,Ltbp4,1.0
Sp4,Mad2l2,1.0
Sp4,Man2a1,1.0
Sp4,Mat2b,1.0
Sp4,Mga,1.0
Sp4,Mus81,1.0
Sp4,Mxi1,1.0
Sp4,Myadm,1.0
Sp4,Nectin2,1.0
Sp4,Nfyc,1.0
Sp4,Nmt2,1.0
Sp4,Nr1h2,1.0
Sp4,Pcm1,1.0
Sp4,Ppfia3,1.0
Sp4,Psip1,1.0
Sp4,Ptpn4,1.0
Sp4,Rabep2,1.0
Sp4,Rere,1.0
Sp4,Rtbdn,1.0
Sp4,Sap130,1.0
Sp4,Septin9,1.0
Sp4,Slc12a5,1.0
Sp4,Slc1a5,1.0
Sp4,Snx8,1.0
Sp4,Sp3,1.0
Sp4,Sptbn4,1.0
Sp4,Stag2,1.0
Sp4,Syde2,1.0
Sp4,Thra,1.0
Sp4,Tmem18,1.0
Sp4,Trpm7,1.0
Sp4,Tspan9,1.0
Spi1,Acp5,1.0
Spi1,Apbb1ip,1.0
Spi1,B2m,1.0
Spi1,Bcl6,-1.0
Spi1,Bpi,1.0
Spi1,Btk,1.0
Spi1,Ccl5,1.0
Spi1,Cd14,1.0
Spi1,Cd163,1.0
Spi1,Cd22,1.0
Spi1,Cd40,1.0
Spi1,Cd47,1.0
Spi1,Cd53,1.0
Spi1,Cd86,1.0
Spi1,Ciita,1.0
Spi1,Clec4g,1.0
Spi1,Crebbp,1.0
Spi1,Csf1,1.0
Spi1,Csf1r,1.0
Spi1,Csf2,1.0
Spi1,Csf2ra,1.0
Spi1,Csf3r,1.0
Spi1,Ctse,1.0
Spi1,Ctsg,1.0
Spi1,Ctsk,1.0
Spi1,Ctss,1.0
Spi1,Cxcr1,1.0
Spi1,Cxcr2,1.0
Spi1,Cybb,1.0
Spi1,Dab2,1.0
Spi1,Dapk2,1.0
Spi1,Egr2,1.0
Spi1,Elane,1.0
Spi1,Erg,1.0
Spi1,Fcer1a,1.0
Spi1,Fes,1.0
Spi1,Fli1,1.0
Spi1,Flii,1.0
Spi1,Fos,1.0
Spi1,Fpr1,-1.0
Spi1,Gata1,1.0
Spi1,Hck,1.0
Spi1,Icam1,1.0
Spi1,Ifi204,1.0
Spi1,Ifi205,1.0
Spi1,Ifi211,1.0
Spi1,Ifit3,1.0
Spi1,Ifit3b,1.0
Spi1,Il12b,1.0
Spi1,Il1b,1.0
Spi1,Il5,1.0
Spi1,Il5ra,1.0
Spi1,Itga2b,1.0
Spi1,Itgam,1.0
Spi1,Itgax,-1.0
Spi1,Itgb1,1.0
Spi1,Itgb2,1.0
Spi1,Jchain,1.0
Spi1,Kcnma1,1.0
Spi1,Lcp2,1.0
Spi1,Lsp1,1.0
Spi1,Ly96,1.0
Spi1,Macrod1,-1.0
Spi1,Mcm3ap,1.0
Spi1,Mme,1.0
Spi1,Mmp2,1.0
Spi1,Mndal,1.0
Spi1,Mpo,1.0
Spi1,Msr1,1.0
Spi1,Myb,1.0
Spi1,Ncf1,1.0
Spi1,Ncf2,1.0
Spi1,Ncf4,1.0
Spi1,Nr3c1,1.0
Spi1,P2ry10,1.0
Spi1,Parg,-1.0
Spi1,Pdgfrb,1.0
Spi1,Ppbp,1.0
Spi1,Prtn3,1.0
Spi1,Ptgir,1.0
Spi1,Ptprc,1.0
Spi1,Ptpre,1.0
Spi1,Rel,1.0
Spi1,Runx1,1.0
Spi1,Scarb1,1.0
Spi1,Scarb2,1.0
Spi1,Serpinb1a,1.0
Spi1,Serpinb1b,1.0
Spi1,Serpinb1c,1.0
Spi1,Stat3,1.0
Spi1,Tal1,1.0
Spi1,Tbxas1,1.0
Spi1,Tfec,1.0
Spi1,Tgfbr2,1.0
Spi1,Tlr4,1.0
Spi1,Tnf,1.0
Spi1,Tyrobp,1.0
Spi1,Vav1,1.0
Spi1,Vip,1.0
Spi1,Was,1.0
Spib,Cd40,1.0
Spib,Irf7,-1.0
Spib,Prdm1,1.0
Spib,Xbp1,1.0
Spib,Klhl6,1.0
Spib,Arhgap24,1.0
Spib,Bank1,1.0
Spib,Bbs9,1.0
Spib,Bcl11a,1.0
Spib,Bhlhe40,1.0
Spib,Camk4,1.0
Spib,Ccdc88c,1.0
Spib,Cd86,1.0
Spib,Cdyl,1.0
Spib,Chl1,1.0
Spib,Ciita,1.0
Spib,Cntn4,1.0
Spib,Dlgap1,1.0
Spib,Dock10,1.0
Spib,Ece1,1.0
Spib,Elmo1,1.0
Spib,Gmds,1.0
Spib,Gramd3,1.0
Spib,Grm7,1.0
Spib,Gsdme,1.0
Spib,Ikzf1,1.0
Spib,Il16,1.0
Spib,Il21r,1.0
Spib,Itgax,1.0
Spib,Itpr1,1.0
Spib,Kdm4c,1.0
Spib,Lrmp,1.0
Spib,Ndrg1,1.0
Spib,Nup210,1.0
Spib,Pax5,1.0
Spib,Pdcd1lg2,1.0
Spib,Pik3ap1,1.0
Spib,Ppfibp2,1.0
Spib,Rapgef1,1.0
Spib,Rassf2,1.0
Spib,Rassf5,1.0
Spib,Rfx3,1.0
Spib,Rubcnl,1.0
Spib,Slc12a3,1.0
Spib,Sp100,1.0
Spib,Sp110,1.0
Spib,St14,1.0
Spib,Syne2,1.0
Spib,Tbc1d4,1.0
Spib,Tenm4,1.0
Spib,Tnfaip8,1.0
Spib,Ucp2,1.0
Spib,Vopp1,1.0
Spib,Wnk1,1.0
Spib,Wnt5b,1.0
Spib,Wscd2,1.0
Spib,Zc3h12d,1.0
Spib,Zfp608,1.0
Srebf1,Acaca,1.0
Srebf1,Acacb,1.0
Srebf1,Acly,1.0
Srebf1,Fasn,1.0
Srebf1,Fdft1,1.0
Srebf1,Fdps,1.0
Srebf1,Hk2,1.0
Srebf1,Hmgcr,1.0
Srebf1,Hmgcs1,1.0
Srebf1,Hmox1,1.0
Srebf1,Insig1,1.0
Srebf1,Irs2,-1.0
Srebf1,Ldlr,1.0
Srebf1,Lrp1,-1.0
Srebf1,Npc1,1.0
Srebf1,Nr0b2,1.0
Srebf1,Pcyt2,1.0
Srebf1,Pik3r3,1.0
Srebf1,Scd2,1.0
Srebf1,Scd4,1.0
Srebf1,Slc2a4,1.0
Srebf1,Sqle,1.0
Srebf2,Abca1,-1.0
Srebf2,Acly,1.0
Srebf2,Acot7,1.0
Srebf2,Fdft1,1.0
Srebf2,Hmgcr,1.0
Srebf2,Insig1,1.0
Srebf2,Ldlr,1.0
Srebf2,Lrp1,-1.0
Srebf2,Mttp,-1.0
Srebf2,Npc1l1,1.0
Srebf2,Pcsk9,1.0
Srebf2,Pcyt2,1.0
Srebf2,Pon1,1.0
Srebf2,Sqle,1.0
Srebf2,Stard4,1.0
Srf,Acta1,1.0
Srf,Actb,1.0
Srf,Actc1,1.0
Srf,Dmd,1.0
Srf,Egr1,1.0
Srf,Fos,1.0
Srf,Fosl1,1.0
Srf,Mmp2,1.0
Srf,Samd4,1.0
Srf,Tagln,1.0
Stat1,1700057G04Rik,1.0
Stat1,A2m,1.0
Stat1,Adar,1.0
Stat1,Agfg2,-1.0
Stat1,Aim2,1.0
Stat1,Aox1,1.0
Stat1,Apoe,1.0
Stat1,App,1.0
Stat1,Atg4c,1.0
Stat1,B3gat3,1.0
Stat1,Bax,1.0
Stat1,Bcl2,1.0
Stat1,Bcl6,1.0
Stat1,Brd8,1.0
Stat1,Brd8dc,1.0
Stat1,Bst2,1.0
Stat1,Ccl2,1.0
Stat1,Ccnd1,1.0
Stat1,Ccnd2,1.0
Stat1,Ccnd3,1.0
Stat1,Ccr1,1.0
Stat1,Ccr1l1,1.0
Stat1,Ccr5,1.0
Stat1,Cd274,1.0
Stat1,Cd40,1.0
Stat1,Cd86,1.0
Stat1,Cdc7,-1.0
Stat1,Cdkn1a,1.0
Stat1,Cebpe,1.0
Stat1,Cftr,1.0
Stat1,Ciita,1.0
Stat1,Cish,1.0
Stat1,Col1a1,1.0
Stat1,Col1a2,1.0
Stat1,Crem,1.0
Stat1,Csf1,1.0
Stat1,Ctsb,1.0
Stat1,Cx3cl1,1.0
Stat1,Cxcl10,1.0
Stat1,Cxcl9,1.0
Stat1,Cyp19a1,1.0
Stat1,Dclre1c,1.0
Stat1,Ddx50,1.0
Stat1,Dimt1,1.0
Stat1,Duox2,1.0
Stat1,Ears2,1.0
Stat1,Edem2,1.0
Stat1,Edn1,1.0
Stat1,Egfr,1.0
Stat1,Egln3,1.0
Stat1,Eif2ak1,1.0
Stat1,Eif2ak2,1.0
Stat1,Eif2ak3,1.0
Stat1,Elf5,1.0
Stat1,Elp3,1.0
Stat1,Esr1,1.0
Stat1,Esr2,1.0
Stat1,Fas,1.0
Stat1,Fbxo5,1.0
Stat1,Fcgr4,1.0
Stat1,Fcgrt,-1.0
Stat1,Fgf2,1.0
Stat1,Fgfr3,-1.0
Stat1,Fos,1.0
Stat1,Foxp3,1.0
Stat1,Gata3,1.0
Stat1,Gck,1.0
Stat1,Gls,1.0
Stat1,Greb1,1.0
Stat1,Gstk1,1.0
Stat1,H2-Bl,1.0
Stat1,H2-DMa,1.0
Stat1,H2-DMb1,1.0
Stat1,H2-DMb2,1.0
Stat1,H2-Eb2,1.0
Stat1,H2-Q5,1.0
Stat1,Hcfc1,-1.0
Stat1,Hdac7,1.0
Stat1,Hmox1,1.0
Stat1,Hsp90aa1,-1.0
Stat1,Hspb1,1.0
Stat1,Icam1,1.0
Stat1,Ido1,1.0
Stat1,Ifi35,1.0
Stat1,Ifit3,1.0
Stat1,Ifit3b,1.0
Stat1,Ifnb1,-1.0
Stat1,Ifng,-1.0
Stat1,Ifnlr1,1.0
Stat1,Igf1,1.0
Stat1,Igfbp3,1.0
Stat1,Igflr1,1.0
Stat1,Il10,1.0
Stat1,Il12a,1.0
Stat1,Il12b,1.0
Stat1,Il12rb1,1.0
Stat1,Il12rb2,1.0
Stat1,Il17d,1.0
Stat1,Il18bp,1.0
Stat1,Il1b,1.0
Stat1,Il1r1,1.0
Stat1,Il2ra,1.0
Stat1,Il6,-1.0
Stat1,Il6st,1.0
Stat1,Ino80,1.0
Stat1,Irf1,1.0
Stat1,Irf2,1.0
Stat1,Irf7,1.0
Stat1,Irf8,1.0
Stat1,Irf9,1.0
Stat1,Isg15,1.0
Stat1,Isg20,1.0
Stat1,Jak2,1.0
Stat1,Jun,1.0
Stat1,Junb,1.0
Stat1,Kif2a,1.0
Stat1,Krt17,1.0
Stat1,Lap3,1.0
Stat1,Ly96,1.0
Stat1,Man1a,1.0
Stat1,Mat2a,1.0
Stat1,Mcl1,1.0
Stat1,Med16,1.0
Stat1,Met,1.0
Stat1,Mmp13,-1.0
Stat1,Mmp9,-1.0
Stat1,Mtmr9,1.0
Stat1,Muc1,1.0
Stat1,Muc4,1.0
Stat1,Mvp,1.0
Stat1,Mx1,1.0
Stat1,Mx2,1.0
Stat1,Myc,1.0
Stat1,Myd88,1.0
Stat1,Naa35,-1.0
Stat1,Nmi,1.0
Stat1,Nos2,1.0
Stat1,Nr1h4,-1.0
Stat1,Oas1a,1.0
Stat1,Oas1b,1.0
Stat1,Oas1c,1.0
Stat1,Oas1d,1.0
Stat1,Oas1e,1.0
Stat1,Oas1f,1.0
Stat1,Oas1g,1.0
Stat1,Oas1h,1.0
Stat1,Oas2,1.0
Stat1,Oas3,1.0
Stat1,Oasl1,1.0
Stat1,Oprm1,1.0
Stat1,Parp14,1.0
Stat1,Pim1,1.0
Stat1,Plau,1.0
Stat1,Plscr1,1.0
Stat1,Plscr2,1.0
Stat1,Pml,1.0
Stat1,Ppara,1.0
Stat1,Ppip5k2,1.0
Stat1,Prf1,1.0
Stat1,Prkce,-1.0
Stat1,Pros1,1.0
Stat1,Psmb9,1.0
Stat1,Ptgfr,1.0
Stat1,Ptgs2,1.0
Stat1,Pttg1ip,1.0
Stat1,Pwp2,1.0
Stat1,Rbak,1.0
Stat1,Rev3l,1.0
Stat1,Ripk1,1.0
Stat1,Rnf213,1.0
Stat1,S100a10,1.0
Stat1,Sbno2,1.0
Stat1,Scarb1,1.0
Stat1,Sema4b,1.0
Stat1,Slc2a2,1.0
Stat1,Smarca4,1.0
Stat1,Snrnp27,1.0
Stat1,Socs1,1.0
Stat1,Socs2,1.0
Stat1,Socs3,1.0
Stat1,Socs4,1.0
Stat1,Socs5,1.0
Stat1,Socs6,1.0
Stat1,Socs7,1.0
Stat1,Stat2,1.0
Stat1,Stat3,1.0
Stat1,Tap1,1.0
Stat1,Tbx21,1.0
Stat1,Tff1,1.0
Stat1,Th,1.0
Stat1,Timp1,1.0
Stat1,Tlr3,1.0
Stat1,Tnfrsf8,1.0
Stat1,Tnfsf11,1.0
Stat1,Tnfsf13b,1.0
Stat1,Trim25,1.0
Stat1,Trp53,1.0
Stat1,Ubr1,1.0
Stat1,Upp1,1.0
Stat1,Vegfa,1.0
Stat1,Vegfc,1.0
Stat1,Vegfd,1.0
Stat1,Vip,1.0
Stat1,Vps33b,1.0
Stat1,Wars,1.0
Stat1,Zc3hav1,1.0
Stat1,Zfp1,1.0
Stat1,Zfp112,1.0
Stat1,Zfp12,1.0
Stat1,Zfp128,1.0
Stat1,Zfp13,1.0
Stat1,Zfp169,1.0
Stat1,Zfp251,1.0
Stat1,Zfp282,1.0
Stat1,Zfp30,1.0
Stat1,Zfp354a,1.0
Stat1,Zfp367,-1.0
Stat1,Zfp398,1.0
Stat1,Zfp61,1.0
Stat1,Zfp612,1.0
Stat1,Zfp655,1.0
Stat1,Zfp689,1.0
Stat1,Zfp746,1.0
Stat1,Zfp777,1.0
Stat1,Zfp786,1.0
Stat1,Zfp879,1.0
Stat1,Zfp9,1.0
Stat1,Zfp961,1.0
Stat1,Zfy1,1.0
Stat1,Zfy2,1.0
Stat2,Bst2,1.0
Stat2,Cfb,1.0
Stat2,Ifit3,1.0
Stat2,Ifit3b,1.0
Stat2,Irf1,1.0
Stat2,Irf7,1.0
Stat2,Mx1,1.0
Stat2,Mx2,1.0
Stat2,Oas1a,1.0
Stat2,Oas1b,1.0
Stat2,Oas1c,1.0
Stat2,Oas1d,1.0
Stat2,Oas1e,1.0
Stat2,Oas1f,1.0
Stat2,Oas1g,1.0
Stat2,Oas1h,1.0
Stat2,Oas2,1.0
Stat2,Pml,1.0
Stat3,A2m,1.0
Stat3,Bcl2,1.0
Stat3,Bcl2l1,1.0
Stat3,Bcl6,1.0
Stat3,Birc3,1.0
Stat3,Birc5,1.0
Stat3,Ccl2,1.0
Stat3,Ccnd1,1.0
Stat3,Ccnd2,1.0
Stat3,Ccnd3,1.0
Stat3,Cd274,1.0
Stat3,Cdk4,1.0
Stat3,Cdkn1a,1.0
Stat3,Cfb,1.0
Stat3,Chil1,1.0
Stat3,Cish,1.0
Stat3,Cops5,1.0
Stat3,Crp,1.0
Stat3,Csrp1,1.0
Stat3,Cyp19a1,1.0
Stat3,Egfr,1.0
Stat3,Esr1,1.0
Stat3,Esr2,1.0
Stat3,Etv6,1.0
Stat3,Fas,-1.0
Stat3,Fos,1.0
Stat3,Gfap,1.0
Stat3,Hamp,1.0
Stat3,Hamp2,1.0
Stat3,Hif1a,1.0
Stat3,Hmox1,1.0
Stat3,Hspb1,1.0
Stat3,Ifnar1,1.0
Stat3,Igf1,1.0
Stat3,Il10,1.0
Stat3,Il21,1.0
Stat3,Il2ra,1.0
Stat3,Il6,1.0
Stat3,Il6st,1.0
Stat3,Irf1,1.0
Stat3,Junb,1.0
Stat3,Klf11,1.0
Stat3,Lbp,1.0
Stat3,Ltbp1,-1.0
Stat3,Mcl1,1.0
Stat3,Mmp10,1.0
Stat3,Mmp3,1.0
Stat3,Muc1,1.0
Stat3,Muc4,1.0
Stat3,Myc,1.0
Stat3,Myd88,1.0
Stat3,Nnmt,1.0
Stat3,Osm,1.0
Stat3,Pgf,-1.0
Stat3,Pim1,1.0
Stat3,Prf1,1.0
Stat3,Ptgs2,1.0
Stat3,Ptpn13,1.0
Stat3,Reg1,1.0
Stat3,Reg2,1.0
Stat3,Rnls,1.0
Stat3,Ror1,1.0
Stat3,Rora,1.0
Stat3,S100a11,1.0
Stat3,Socs1,1.0
Stat3,Socs3,1.0
Stat3,Stat1,1.0
Stat3,Timp1,1.0
Stat3,Trh,1.0
Stat3,Trp53,1.0
Stat3,Twist1,1.0
Stat3,Usp7,-1.0
Stat3,Vegfa,1.0
Stat3,Vegfb,1.0
Stat3,Vip,1.0
Stat3,Zfp36,1.0
Stat4,Ifng,1.0
Stat4,Il2ra,1.0
Stat4,Irf1,1.0
Stat4,Myc,1.0
Stat4,Pim1,1.0
Stat4,Prf1,1.0
Stat4,S100a4,1.0
Stat4,Socs3,-1.0
Stat4,Tbx21,1.0
Stat4,Ccnd2,1.0
Stat5a,Bcl2,1.0
Stat5a,Bcl2l1,1.0
Stat5a,Bcl6,1.0
Stat5a,Ccnd1,1.0
Stat5a,Ccnd2,-1.0
Stat5a,Ccnd3,1.0
Stat5a,Cel,1.0
Stat5a,Csn2,1.0
Stat5a,Esr1,1.0
Stat5a,Esr2,1.0
Stat5a,Ifng,1.0
Stat5a,Igf1,1.0
Stat5a,Il2ra,1.0
Stat5a,Il6st,1.0
Stat5a,Irf1,1.0
Stat5a,Lonp1,1.0
Stat5a,Muc1,1.0
Stat5a,Myd88,1.0
Stat5a,Osm,1.0
Stat5a,Pim1,1.0
Stat5a,Prf1,1.0
Stat5b,Bcl2l1,1.0
Stat5b,Bcl6,1.0
Stat5b,Ccnd1,1.0
Stat5b,Ccnd3,1.0
Stat5b,Cel,1.0
Stat5b,Esr1,1.0
Stat5b,Esr2,1.0
Stat5b,Ifng,1.0
Stat5b,Igf1,1.0
Stat5b,Il2ra,1.0
Stat5b,Il6st,1.0
Stat5b,Muc1,1.0
Stat5b,Osm,1.0
Stat5b,Pim1,1.0
Stat5b,Prf1,1.0
Stat6,Alox15,1.0
Stat6,Bcl2l1,1.0
Stat6,Ccl17,1.0
Stat6,Cish,1.0
Stat6,Fos,1.0
Stat6,Il4,1.0
Stat6,Irf1,1.0
Stat6,Rhoa,1.0
Stat6,Slc26a4,1.0
Stat6,Socs1,1.0
Tal1,Aldh1a2,1.0
Tal1,Brf1,1.0
Tal1,C3ar1,1.0
Tal1,Cd34,-1.0
Tal1,Cdh13,1.0
Tal1,Cdh23,1.0
Tal1,Chst11,1.0
Tal1,Dock9,1.0
Tal1,Elmo1,1.0
Tal1,Erg,1.0
Tal1,Myb,1.0
Tal1,Nbas,1.0
Tal1,Nfkb1,-1.0
Tal1,Plekho1,1.0
Tal1,Ppp3ca,1.0
Tal1,Ssh2,1.0
Tal1,Ube2h,1.0
Tal1,Usp34,1.0
Tbp,App,1.0
Tbp,Cdkn1a,1.0
Tbp,Fn1,1.0
Tbp,Fus,-1.0
Tbp,Lin28b,1.0
Tbp,Myc,1.0
Tbp,Pmf1,1.0
Tbp,Actb,1.0
Tbp,Abt1,1.0
Tbp,Anxa2,1.0
Tbp,Bsg,1.0
Tbp,C77080,1.0
Tbp,Cflar,1.0
Tbp,Des,1.0
Tbp,Dio2,1.0
Tbp,Dnajb12,1.0
Tbp,Fam49b,1.0
Tbp,Fbxl5,1.0
Tbp,Hbp1,1.0
Tbp,Hivep1,1.0
Tbp,Ier5,1.0
Tbp,Il10,1.0
